event_type,official_release_timestamp,original_timezone,release_timestamp_utc,official_source,source_document,source_release_identifier,acquisition_timestamp_utc,verification_basis,broker_wall_timestamp
FOMC,For release at 2:00 p.m. EDT Share Information received since the Federal Open Market Committee met in April indicates that the pace of improvement in the labor market has slowed while growth in economic activity appears to have picked up. Although the unemplo,EDT,2016-06-15T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20160615a.htm,monetary20160615a,2026-09-03T15:48:33.453872Z,official document release or embargo timestamp,2016-06-15T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Wednesday, June 29, 2016 BEA 16-33 Personal Income and Outlays, May 2016 Personal income increased $37.1 billion, or 0.2 percent, and disposable personal income (DPI) increased $33.9 billion, or 0.2 percent, in May, ac",EDT,2016-06-29T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2016/personal-income-and-outlays-may-2016,personal-income-and-outlays-may-2016,2026-09-03T15:45:50.860016Z,official document release or embargo timestamp,2016-06-29T15:30:00
EMPLOYMENT,"embargoed until USDL-16-1409 8:30 a.m. (EDT) Friday, July 8, 2016 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * P",EDT,2016-07-08T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_07082016.htm,empsit_07082016,2026-09-03T15:43:23.145553Z,official document release or embargo timestamp,2016-07-08T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) July 15, 2016 USDL-16-1457 Technical information: (202) 691-7000 Reed.Steve@bls.gov www.bls.gov/cpi Media Contact: (202) 691-5902 PressOffice@bls.gov (Note: The indexes for Prescription drugs were incorrect as published for May ",EDT,2016-07-15T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_07152016.htm,cpi_07152016,2026-09-03T15:41:25.293449Z,official document release or embargo timestamp,2016-07-15T15:30:00
FOMC,For release at 2:00 p.m. EDT Share Information received since the Federal Open Market Committee met in June indicates that the labor market strengthened and that economic activity has been expanding at a moderate rate. Job gains were strong in June following w,EDT,2016-07-27T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20160727a.htm,monetary20160727a,2026-09-03T15:48:33.804201Z,official document release or embargo timestamp,2016-07-27T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Tuesday, August 2, 2016 BEA 16-41 Personal Income and Outlays, June 2016 Personal income increased $29.3 billion (0.2 percent) in June according to estimates released today by the Bureau of Economic Analysis. Disposabl",EDT,2016-08-02T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2016/personal-income-and-outlays-june-2016,personal-income-and-outlays-june-2016,2026-09-03T15:45:47.940945Z,official document release or embargo timestamp,2016-08-02T15:30:00
EMPLOYMENT,"embargoed until USDL-16-1593 8:30 a.m. (EDT) Friday, August 5, 2016 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * ",EDT,2016-08-05T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_08052016.htm,empsit_08052016,2026-09-03T15:43:23.964154Z,official document release or embargo timestamp,2016-08-05T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) August 16, 2016 USDL-16-1684 Technical information: (202) 691-7000 Reed.Steve@bls.gov www.bls.gov/cpi Media Contact: (202) 691-5902 PressOffice@bls.gov (Note: The indexes for Prescription drugs were incorrect as published for Ma",EDT,2016-08-16T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_08162016.htm,cpi_08162016,2026-09-03T15:41:26.579492Z,official document release or embargo timestamp,2016-08-16T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Monday, August 29, 2016 BEA 16-45 Personal Income and Outlays, July 2016 Personal income increased $71.6 billion (0.4 percent) in July according to estimates released today by the Bureau of Economic Analysis. Disposabl",EDT,2016-08-29T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2016/personal-income-and-outlays-july-2016,personal-income-and-outlays-july-2016,2026-09-03T15:45:46.457384Z,official document release or embargo timestamp,2016-08-29T15:30:00
EMPLOYMENT,"embargoed until USDL-16-1771 8:30 a.m. (EDT) Friday, September 2, 2016 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-590",EDT,2016-09-02T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_09022016.htm,empsit_09022016,2026-09-03T15:43:24.899085Z,official document release or embargo timestamp,2016-09-02T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) September 16, 2016 USDL-16-1828 Technical information: (202) 691-7000 Reed.Steve@bls.gov www.bls.gov/cpi Media Contact: (202) 691-5902 PressOffice@bls.gov (Note: The indexes for Prescription drugs were incorrect as published for",EDT,2016-09-16T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_09162016.htm,cpi_09162016,2026-09-03T15:41:27.775194Z,official document release or embargo timestamp,2016-09-16T15:30:00
FOMC,For release at 2:00 p.m. EDT Share Information received since the Federal Open Market Committee met in July indicates that the labor market has continued to strengthen and growth of economic activity has picked up from the modest pace seen in the first half of,EDT,2016-09-21T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20160921a.htm,monetary20160921a,2026-09-03T15:48:34.210017Z,official document release or embargo timestamp,2016-09-21T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday, September 30, 2016 BEA 16-54 Personal Income and Outlays, August 2016 Personal income increased $39.3 billion (0.2 percent) in August according to estimates released today by the Bureau of Economic Analysis. Di",EDT,2016-09-30T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2016/personal-income-and-outlays-august-2016,personal-income-and-outlays-august-2016,2026-09-03T15:45:40.635223Z,official document release or embargo timestamp,2016-09-30T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Tuesday, October 4, 2016 BEA 16-55 Personal Consumption Expenditures by State, 2015 Growth in state personal consumption expenditures (PCE) – the measure of goods and services purchased by or on behalf of households – ",EDT,2016-10-04T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2016/personal-consumption-expenditures-state-2015,personal-consumption-expenditures-state-2015,2026-09-03T15:45:36.350102Z,official document release or embargo timestamp,2016-10-04T15:30:00
EMPLOYMENT,"embargoed until USDL-16-1961 8:30 a.m. (EDT) Friday, October 7, 2016 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 ",EDT,2016-10-07T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_10072016.htm,empsit_10072016,2026-09-03T15:43:25.742867Z,official document release or embargo timestamp,2016-10-07T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) October 18, 2016 USDL-16-2023 Technical information: (202) 691-7000 Reed.Steve@bls.gov www.bls.gov/cpi Media Contact: (202) 691-5902 PressOffice@bls.gov CONSUMER PRICE INDEX � SEPTEMBER 2016 The Consumer Price Index for All Urba",EDT,2016-10-18T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_10182016.htm,cpi_10182016,2026-09-03T15:41:28.861835Z,official document release or embargo timestamp,2016-10-18T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Monday, October 31, 2016 BEA 16-58 Personal Income and Outlays, September 2016 Personal income increased $46.7 billion (0.3 percent) in September according to estimates released today by the Bureau of Economic Analysis",EDT,2016-10-31T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2016/personal-income-and-outlays-september-2016,personal-income-and-outlays-september-2016,2026-09-03T15:45:55.229854Z,official document release or embargo timestamp,2016-10-31T14:30:00
FOMC,For release at 2:00 p.m. EDT Share Information received since the Federal Open Market Committee met in September indicates that the labor market has continued to strengthen and growth of economic activity has picked up from the modest pace seen in the first ha,EDT,2016-11-02T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20161102a.htm,monetary20161102a,2026-09-03T15:48:34.556845Z,official document release or embargo timestamp,2016-11-02T20:00:00
EMPLOYMENT,"embargoed until USDL-16-2095 8:30 a.m. (EDT) Friday, November 4, 2016 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902",EDT,2016-11-04T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_11042016.htm,empsit_11042016,2026-09-03T15:43:26.585861Z,official document release or embargo timestamp,2016-11-04T14:30:00
CPI,"embargoed until 8:30 a.m. (EST) November 17, 2016 USDL-16-2166 Technical information: (202) 691-7000 cpi_info@bls.gov www.bls.gov/cpi Media Contact: (202) 691-5902 PressOffice@bls.gov CONSUMER PRICE INDEX � OCTOBER 2016 The Consumer Price Index for All Urban C",EST,2016-11-17T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_11172016.htm,cpi_11172016,2026-09-03T15:41:29.996073Z,official document release or embargo timestamp,2016-11-17T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Wednesday, November 30, 2016 BEA 16-64 Personal Income and Outlays, October 2016 Personal income increased $98.6 billion (0.6 percent) in October according to estimates released today by the Bureau of Economic Analysis",EST,2016-11-30T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2016/personal-income-and-outlays-october-2016,personal-income-and-outlays-october-2016,2026-09-03T15:45:53.768450Z,official document release or embargo timestamp,2016-11-30T15:30:00
EMPLOYMENT,"embargoed until USDL-16-2233 8:30 a.m. (EST) Friday, December 2, 2016 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902",EST,2016-12-02T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_12022016.htm,empsit_12022016,2026-09-03T15:43:27.504777Z,official document release or embargo timestamp,2016-12-02T15:30:00
FOMC,For release at 2:00 p.m. EST Share Information received since the Federal Open Market Committee met in November indicates that the labor market has continued to strengthen and that economic activity has been expanding at a moderate pace since mid-year. Job gai,EST,2016-12-14T19:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20161214a.htm,monetary20161214a,2026-09-03T15:48:34.949032Z,official document release or embargo timestamp,2016-12-14T21:00:00
CPI,"embargoed until 8:30 a.m. (EST) December 15, 2016 USDL-16-2302 Technical information: (202) 691-7000 cpi_info@bls.gov www.bls.gov/cpi Media Contact: (202) 691-5902 PressOffice@bls.gov CONSUMER PRICE INDEX � NOVEMBER 2016 The Consumer Price Index for All Urban ",EST,2016-12-15T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_12152016.htm,cpi_12152016,2026-09-03T15:41:31.135744Z,official document release or embargo timestamp,2016-12-15T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 10:00 A.M. EST, Thursday, December 22, 2016 BEA 16-72 Personal Income and Outlays, November 2016 Personal income increased $1.6 billion (less than 0.1 percent) in November according to estimates released today by the Bureau of Econom",EST,2016-12-22T15:00:00Z,www.bea.gov,https://www.bea.gov/news/2016/personal-income-and-outlays-november-2016,personal-income-and-outlays-november-2016,2026-09-03T15:45:52.307175Z,official document release or embargo timestamp,2016-12-22T17:00:00
EMPLOYMENT,"embargoed until USDL-17-0004 8:30 a.m. (EST) Friday, January 6, 2017 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * https://www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * https://www.bls.gov/ces Media contact:",EST,2017-01-06T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_01062017.htm,empsit_01062017,2026-09-03T15:43:28.314840Z,official document release or embargo timestamp,2017-01-06T15:30:00
CPI,"embargoed until 8:30 a.m. (EST) January 18, 2017 USDL-17-0058 Technical information: (202) 691-7000 cpi_info@bls.gov www.bls.gov/cpi Media Contact: (202) 691-5902 PressOffice@bls.gov CONSUMER PRICE INDEX � DECEMBER 2016 The Consumer Price Index for All Urban C",EST,2017-01-18T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_01182017.htm,cpi_01182017,2026-09-03T15:41:32.345757Z,official document release or embargo timestamp,2017-01-18T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Monday, January 30, 2017 BEA 17-04 Personal Income and Outlays, December 2016 Personal income increased $50.2 billion (0.3 percent) in December according to estimates released today by the Bureau of Economic Analysis. ",EST,2017-01-30T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2017/personal-income-and-outlays-december-2016,personal-income-and-outlays-december-2016,2026-09-03T15:46:01.651447Z,official document release or embargo timestamp,2017-01-30T15:30:00
FOMC,For release at 2:00 p.m. EST Share Information received since the Federal Open Market Committee met in December indicates that the labor market has continued to strengthen and that economic activity has continued to expand at a moderate pace. Job gains remaine,EST,2017-02-01T19:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20170201a.htm,monetary20170201a,2026-09-03T15:48:35.311291Z,official document release or embargo timestamp,2017-02-01T21:00:00
EMPLOYMENT,"embargoed until USDL-17-0141 8:30 a.m. (EST) Friday, February 3, 2017 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902",EST,2017-02-03T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_02032017.htm,empsit_02032017,2026-09-03T15:43:29.348390Z,official document release or embargo timestamp,2017-02-03T15:30:00
CPI,"embargoed until 8:30 a.m. (EST) February 15, 2017 USDL-17-0216 Technical information: (202) 691-7000 cpi_info@bls.gov www.bls.gov/cpi Media Contact: (202) 691-5902 PressOffice@bls.gov CONSUMER PRICE INDEX � JANUARY 2017 The Consumer Price Index for All Urban C",EST,2017-02-15T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_02152017.htm,cpi_02152017,2026-09-03T15:41:33.397245Z,official document release or embargo timestamp,2017-02-15T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Wednesday, March 1, 2017 BEA 17-08 Personal Income and Outlays, January 2017 Personal income increased $63.0 billion (0.4 percent) in January according to estimates released today by the Bureau of Economic Analysis. Di",EST,2017-03-01T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2017/personal-income-and-outlays-january-2017,personal-income-and-outlays-january-2017,2026-09-03T15:46:04.598837Z,official document release or embargo timestamp,2017-03-01T15:30:00
EMPLOYMENT,"embargoed until USDL-17-0300 8:30 a.m. (EST) Friday, March 10, 2017 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 *",EST,2017-03-10T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_03102017.htm,empsit_03102017,2026-09-03T15:43:30.228276Z,official document release or embargo timestamp,2017-03-10T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) March 15, 2017 USDL-17-0318 Technical information: (202) 691-7000 cpi_info@bls.gov www.bls.gov/cpi Media Contact: (202) 691-5902 PressOffice@bls.gov CONSUMER PRICE INDEX � FEBRUARY 2017 The Consumer Price Index for All Urban Con",EDT,2017-03-15T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_03152017.htm,cpi_03152017,2026-09-03T15:41:34.488605Z,official document release or embargo timestamp,2017-03-15T14:30:00
FOMC,For release at 2:00 p.m. EDT Share Information received since the Federal Open Market Committee met in February indicates that the labor market has continued to strengthen and that economic activity has continued to expand at a moderate pace. Job gains remaine,EDT,2017-03-15T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20170315a.htm,monetary20170315a,2026-09-03T15:48:35.667330Z,official document release or embargo timestamp,2017-03-15T20:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday, March 31, 2017 BEA 17-15 Personal Income and Outlays, February 2017 Personal income increased $57.7 billion (0.4 percent) in February according to estimates released today by the Bureau of Economic Analysis. Di",EDT,2017-03-31T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2017/personal-income-and-outlays-february-2017,personal-income-and-outlays-february-2017,2026-09-03T15:46:03.124813Z,official document release or embargo timestamp,2017-03-31T15:30:00
